transaction_id,user_id,account_id,category_id,transaction_date,amount,running_balance,transaction_type,merchant_name,description
7d1ac95f-76d5-4072-b7b0-ad0091c0b678,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,3e870dc4-9bcb-4d85-a0ed-817b2217e50b,2026-01-22,93796.89,5341684.85,expense,HDFC Bank,Loan instalment
1b50fdf3-f942-4b62-aa97-155d5fd19fa3,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,62bb0c22-62a3-42ba-a471-bae2976e7fe1,2026-01-31,105335.69,3860363.28,expense,GST Portal,GST payment
65e2971d-3f73-4b53-849a-b4cae6cddd50,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,489f5d0e-1a15-4527-bbe0-a4d15d125f35,2026-01-24,49645.88,4899250.56,expense,Local Pet Shop,Pet accessories
51918a03-04af-4a2b-8146-caadd5574750,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,62bb0c22-62a3-42ba-a471-bae2976e7fe1,2026-01-23,12307.69,5070621.83,expense,Income Tax Portal,Advance tax payment
13fcfdb7-4cff-4a35-96bc-b0f3055bed66,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,197c9f3f-79b3-4a17-b0c4-57701d9daa96,2026-01-17,76795.90,5822470.66,expense,Cult.fit,Gym membership
0b0bd2c6-ff3d-46f7-bb5d-c47536a1e087,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,68662b1b-9e19-427c-8a6f-0dea71240479,2026-01-03,77499.36,7183369.36,expense,Google Play,App purchase
f004aef9-63d7-40e5-af5d-d6901b336fb3,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,61655f71-e388-4300-a414-ec44adc7ee3b,2026-01-25,32530.01,4813335.96,expense,Catering,Event catering
da70fd06-9bac-4394-84db-f036dd1823f8,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,a4b93f63-6549-4c49-a3c8-3dff01794737,2026-01-18,23163.38,5782599.20,expense,FirstCry,Kids products
e4464a78-db5d-46f0-b444-a57910e98363,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,61655f71-e388-4300-a414-ec44adc7ee3b,2026-01-31,77641.53,3537724.31,expense,Wedding Venue,Event expense
15b9bc0b-53bd-485c-bc25-7c248868a795,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,223324ac-c0b3-4f8f-bc2b-440cc66d4f97,2026-01-19,61343.16,5716697.01,expense,Amazon,Tools order
d9e2c5bc-7857-48d7-b0ab-d0c6319db4f8,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,62bb0c22-62a3-42ba-a471-bae2976e7fe1,2026-01-10,19682.33,6705360.06,expense,Income Tax Portal,Advance tax payment
6b3eec60-034a-42d2-854a-482e88d80f04,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,c1794d38-04bb-436c-a349-b7efa2949d59,2026-01-29,88859.31,4230698.74,expense,Apple Music,Music plan
86090c9d-38ad-490e-8b04-9934e66eda9e,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,948ffb81-b520-4b5d-99fe-0e30b14ff505,2026-01-12,66939.67,6443146.90,expense,Flipkart,Books order
2155a394-4d8e-4ac1-8190-810c8b13540f,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,32fb34d6-9f5a-402e-b2e0-57c560247046,2026-01-30,87953.32,4101306.37,expense,Investments,Investments payment
f8b009cc-7986-4485-88ff-f06ab4cff196,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,248ccf02-2fad-4a57-8831-52e79f698e4c,2026-01-29,31325.18,4189259.69,expense,DMRC,Metro card top-up
ae079d83-6634-4a3e-91cb-81337cd08922,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,06112ebb-b73c-40a0-aaba-87c783f69c60,2026-01-26,21433.95,4689990.73,expense,Amazon,Hobby supplies
1c230b8d-b19b-421c-82ca-0a69b8d8e1cf,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,06112ebb-b73c-40a0-aaba-87c783f69c60,2026-01-13,98800.72,6235990.43,expense,Art Shop,Art supplies
7217ed12-0292-406f-bac2-218e472d4634,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,f89d39f0-2919-467d-9eae-73947cd92572,2026-01-12,28934.77,6510086.57,expense,Subway,Sandwich
fb419b67-5654-4120-af50-390fecb56744,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,ba0f6da6-4496-4265-b6e2-c69a3d91b7c4,2026-01-13,40148.86,6136941.99,expense,ICICI Lombard,Motor insurance
e7296299-a957-41c1-9a7d-64a8cdf029ae,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,08661166-7a9f-4744-8d50-d84bca0b6ebc,2026-01-12,95244.30,6334791.15,expense,Adidas,Sports shoes
43950368-4d99-49be-9904-b5d1f3e3d279,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,afb11444-5eb7-49e4-adb0-6e90808b3f69,2026-01-31,21395.03,3754890.83,expense,HDFC Bank,Annual maintenance charge
6e731aa2-93e2-40fe-be45-e3ccec7cfafa,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,773ee99e-f4ff-4162-87c7-19387a9ebb97,2026-01-06,8476.32,6860642.12,expense,Mainland China,Anniversary dinner
adf0bb28-f945-467f-baae-41916de384d4,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,cb9de190-0f74-428e-8625-7eec9fa25043,2026-01-12,13111.45,6430035.45,expense,Real Estate,Property investment
98c1300d-304b-4057-9e25-a7fb5ae7e8e9,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,59617cc5-9fa4-4d85-9493-ae0690ce3405,2026-01-13,51242.28,6184748.15,expense,Tyre Shop,Tyre replacement
95252f22-e997-4dac-a993-affa6b997738,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,abe7e3b4-e94a-47f4-bb4c-ee2b5dfb1afb,2026-01-01,65658.21,7391546.53,expense,Paytm Money,Mutual fund SIP
2e225b88-8879-4723-8fd9-95db60b040f3,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,99b34d50-a760-4c27-b2ff-1bf9e6cbe779,2026-01-31,84077.42,3776285.86,expense,Bank,Bank charges
1df95943-a98e-43e4-b22b-f13d95242c60,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,08661166-7a9f-4744-8d50-d84bca0b6ebc,2026-01-24,79724.45,4990897.38,expense,Adidas,Sports shoes
c1efa1a5-8cdd-480a-8bf5-c911c7b90a5a,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,4349d060-5a14-49ee-8130-067e37e5c987,2026-01-11,90721.41,6539021.34,expense,Zoomcar,Car rental
a54b87ea-6c19-4afa-85ef-2416c4f15fd3,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,482d3ee1-01c6-4f27-880c-5c2e86ff4326,2026-01-14,31216.04,6069893.04,expense,Apollo Hospital,Doctor consultation
fc71f26d-7350-4840-964d-6d42ca3b20c6,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,a148be30-71e8-4132-be5e-4a91a2095699,2026-01-13,604.01,6136337.98,expense,Local Shop,Gift
1e512fa8-cbfa-43f1-ad87-de5feab1dae2,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,62bb0c22-62a3-42ba-a471-bae2976e7fe1,2026-01-14,35228.90,6101109.08,expense,Income Tax Portal,Advance tax payment
73d213e4-bafb-45fb-84be-56475860e165,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,cb9de190-0f74-428e-8625-7eec9fa25043,2026-01-15,91023.69,5907890.65,expense,Housing.com,Property purchase down payment
e6a0a889-c516-43bb-93bc-742182c9f4a4,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,85035d91-6985-446f-90d5-16e1b52a5e52,2026-01-22,23190.75,5237074.37,expense,Airtel DTH,DTH payment
d8089c6f-d517-4176-843c-d048c11b4681,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,67f170d4-68ec-4828-8164-1ab3ae9440e0,2026-01-03,61136.08,7080825.81,expense,BookMyShow,Activity booking
f3aebc68-bdf0-44fc-917d-d0c509aed8f7,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,248ccf02-2fad-4a57-8831-52e79f698e4c,2026-01-05,39607.80,6878001.42,expense,BMTC,Bus pass recharge
d34238e3-99d3-49dd-acc7-4d79cdb39b32,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,773ee99e-f4ff-4162-87c7-19387a9ebb97,2026-01-20,13502.43,5488222.27,expense,Mainland China,Anniversary dinner
49b07391-d591-4da1-b803-0374eb601ee9,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,60260042-9174-4f85-82fc-aed9fb085bca,2026-01-23,60701.64,5082929.52,expense,Local Store,Accessories purchase
69bd6ddf-8aab-4839-9f02-a98558ae2dc2,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,60d066bc-e9ed-4249-b6d9-4da0fa4b9b29,2026-01-21,6747.77,5481474.50,expense,Insider.in,Cultural event
5371c518-641b-44df-9666-140df6b0ab9d,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,49b46c39-e438-4284-95c0-8dd9c25bbe33,2026-01-06,8882.98,6869118.44,expense,Zomato,Meal delivery
941c3259-80fd-4bd9-b7f4-c2a96f1cc40f,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,99b34d50-a760-4c27-b2ff-1bf9e6cbe779,2026-01-30,116452.73,3984853.64,expense,Axis Card,Card outstanding
9cfa4460-f4b1-4198-b8b3-025a5f66abc1,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,b44b3d71-0880-41d9-8f85-0348da9b0531,2026-01-22,15572.67,5260265.12,expense,Kalyan Jewellers,Gold jewellery
5a21e406-21a2-4e4b-a487-6c39f1173d0a,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,8cdb5319-10b2-4cf2-89c8-22fadc1b7858,2026-01-20,26563.91,5499591.94,expense,Traffic Police,Traffic challan
0b41a1de-b22d-461b-9c12-9219c86ae423,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,7d54e629-cfd3-42d6-93ed-efbfbbbfa7d6,2026-01-29,112035.38,4319558.05,expense,Legal Services,Legal consultation
4301c8ae-c557-4cd7-b8e7-277932a12388,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,c7f7365c-5b40-4bbe-8a90-fd79b4fb99be,2026-01-27,83248.33,4507969.78,expense,Apartment,Society bill
1ddb8f30-148f-4510-851f-1dd72847606f,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,43dc3332-707c-42c3-b0d9-0f067489a82d,2026-01-09,42549.63,6772070.53,expense,HP Petrol,Diesel refill
0210c27e-e397-4cf2-97fd-d682cce93e98,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,85035d91-6985-446f-90d5-16e1b52a5e52,2026-01-09,13828.07,6814620.16,expense,Dish TV,DTH subscription
70516b6c-094d-4b6c-a746-d3dfe86ed695,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,08661166-7a9f-4744-8d50-d84bca0b6ebc,2026-01-05,19818.70,6917609.22,expense,Adidas,Sports shoes
3985da1f-edb4-429b-b120-12893109fe5f,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,223324ac-c0b3-4f8f-bc2b-440cc66d4f97,2026-01-23,20813.99,5143631.16,expense,Local Hardware,Hardware purchase
e81b98f5-64fc-4f7b-8628-d77394a57146,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,9824533c-e6eb-43ff-b2d1-9724f9f59c75,2026-01-18,4559.03,5778040.17,expense,Watchman,Security tip
efce7c4f-a405-4d86-b6cf-c400b2a6e19e,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,02b93640-5ea9-4023-9ca5-12aaa253ea5b,2026-01-13,7657.30,6177090.85,expense,ACT Fibernet,Internet payment
4c50851b-96e5-4876-9bbc-5a0f3ba545a8,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,cb9de190-0f74-428e-8625-7eec9fa25043,2026-01-16,8624.09,5899266.56,expense,Housing.com,Property purchase down payment
2b76ddc1-0d34-4cc4-a843-1b864d981f44,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,49b46c39-e438-4284-95c0-8dd9c25bbe33,2026-01-28,76376.35,4431593.43,expense,Local Eatery,Food purchase
f44cf49a-4f60-4093-87ab-e16a6808ba05,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,3d010285-23fe-4f66-9e98-091ac1adb6a3,2026-01-14,70978.70,5998914.34,expense,OYO,Accommodation
312ec75d-a41b-4381-a1eb-29ad25c9613f,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,68662b1b-9e19-427c-8a6f-0dea71240479,2026-01-24,42000.94,4948896.44,expense,Adobe,Software subscription
bd514da5-740b-44de-92e6-4fb636f98001,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,4e6141b4-8b08-4a48-92e3-00a3aed708d1,2026-01-30,19154.67,3965698.97,expense,Tata Power,Power bill
cea33ed7-66ab-4ec6-bf8f-2f67739900fd,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,76b12465-5eec-4e07-98cb-43137e404dcd,2026-01-03,41407.47,7141961.89,expense,Duolingo,Language learning
23bd1ec4-9e31-4f63-8518-f536e645df86,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,61655f71-e388-4300-a414-ec44adc7ee3b,2026-01-02,88098.33,7303448.20,expense,Birthday Party,Party expenses
2c9b369b-818e-448c-8cd6-ae79803de461,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,a0f82fa6-1252-4e6c-8a29-a1761d72d10c,2026-01-11,75617.31,6629742.75,expense,IRCTC,Train ticket
560c053a-fcfc-4927-aa38-72f63578c131,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,197c9f3f-79b3-4a17-b0c4-57701d9daa96,2026-01-09,47028.14,6725042.39,expense,Anytime Fitness,Gym membership
81c56aa6-73d2-4116-85b0-b22207368b89,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,67f170d4-68ec-4828-8164-1ab3ae9440e0,2026-01-31,26502.31,3615365.84,expense,BookMyShow,Activity booking
1526e0f2-3c52-4b4a-8f4e-56ff6e441609,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,e1b2d153-cb13-4270-a0d4-ce6ee99867fa,2026-01-25,53384.59,4845865.97,expense,Cigarette Shop,Tobacco
33d6e943-7ab9-450c-95ae-d347caf2969d,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,773ee99e-f4ff-4162-87c7-19387a9ebb97,2026-01-20,30726.25,5595164.38,expense,Punjab Grill,Business dinner
92469325-ad71-40fd-8bb2-e9aa258f5687,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,223324ac-c0b3-4f8f-bc2b-440cc66d4f97,2026-01-19,33041.45,5625890.63,expense,Local Hardware,Hardware purchase
bc0cad44-b117-40a5-94f7-c8d42c16fbe3,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,9824533c-e6eb-43ff-b2d1-9724f9f59c75,2026-01-06,6216.70,6854425.42,expense,Laundry,Laundry service
6d4f9a54-6257-47c2-95d9-ebadf7300578,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,cf798fba-849d-4077-a9d5-f525b85aac05,2026-01-31,113022.68,3641868.15,expense,Others,Others payment
6aec446d-e5f6-4b2f-bc03-04b51a377d0b,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,ba0f6da6-4496-4265-b6e2-c69a3d91b7c4,2026-01-19,46514.75,5658932.08,expense,ICICI Lombard,Motor insurance
d857f4c1-9097-42fd-8151-48d4e2d9058b,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,a148be30-71e8-4132-be5e-4a91a2095699,2026-01-03,102577.84,6978247.97,expense,Flipkart,Gift order
c69edf77-39d1-436d-8350-dc6fe3efe5ca,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,19a947a7-2996-47c2-bc43-72e18eabee1f,2026-01-04,40820.05,6937427.92,expense,NPS,NPS contribution
06ee29b2-29dd-4a9f-bee9-c91905cc946f,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,4349d060-5a14-49ee-8130-067e37e5c987,2026-01-26,101911.28,4711424.68,expense,Zoomcar,Car rental
3de2ce12-28f7-4a40-a541-81bd0ad30219,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,55f4b023-f035-432f-8d19-0e1063848ee1,2026-01-22,45992.76,5435481.74,expense,Coin Shop,Collectibles purchase
3f43b59f-c58f-4120-842b-82709d768aba,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,825886bd-f63b-4c0f-9ac7-7f98670856c9,2026-01-01,15456.84,7457204.74,expense,PM Relief Fund,Donation
04c4cc3d-727e-4a6c-8358-e84aff78283a,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,0d3983fc-2dc6-40e8-898b-3e446f9ffcb2,2026-01-01,4617353.47,7552536.10,income,Company,Salary transfer
a5c3d54d-9440-41df-a2cb-e065dcd105c9,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,563cfb4f-7726-4895-ade8-5f8358148b40,2026-01-20,2132.76,5501724.70,income,Myntra,Return refund
cfe3e988-14c8-4275-8e02-6029de00b72f,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,44142b8c-0a2a-4f19-9d1f-e4b5898c28b2,2026-02-16,54980.87,5734678.15,expense,Garden Store,Gardening supplies
fab30d95-daaf-460a-b08b-138f0a314d02,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,245a1bba-ff69-4f13-bb3d-7fff3c2b30be,2026-02-27,47339.00,4510080.25,expense,BBMP Parking,Public parking fee
5019f665-c203-4f3d-bb26-2b47db2bbeaa,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,f0181f4d-fdb7-49be-a0d8-f49b0b96030c,2026-02-13,67841.17,6298054.08,expense,DTDC,Parcel delivery
d300d9f2-97ea-497a-a63b-2d8fbf8712de,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,96425e71-00ab-44ec-b7a5-b7bc7c419b3c,2026-02-28,55069.60,4163184.08,expense,SBI,Housing loan instalment
e33e35b3-319a-421c-9cc9-a56443c551d9,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,baf0d272-8682-41c0-acfb-c78f1f2cd9a1,2026-02-11,29059.65,6425098.78,expense,Samsung Store,Mobile accessory
f48fa7ee-587f-4dae-8dae-d94382d4e292,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,7d54e629-cfd3-42d6-93ed-efbfbbbfa7d6,2026-02-24,20865.16,4595350.78,expense,Legal Services,Legal consultation
c22077ac-3f2f-46f5-a3f6-2d0dfde8c353,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,4349d060-5a14-49ee-8130-067e37e5c987,2026-02-28,62901.05,4290494.06,expense,Zoomcar,Car rental
1ae5d2eb-c57b-4095-83e8-a732a9786c48,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,223324ac-c0b3-4f8f-bc2b-440cc66d4f97,2026-02-11,64580.57,6586710.45,expense,Stanley,Tools purchase
3262e1e3-cc6f-43c1-a87b-9af196928715,0d3c63a6-9cfe-4228-8afa-ea6a26c13cb8,4c0315f4-0fbb-44a3-8e72-f4e7e2b96c4c,62bb0c22-62a3-42ba-a471-bae2976e7fe1,2026-02-28,52323.68,4452663.18,expense,MCA,Filing fee
