user_id,account_id,reference_id,date,amount,transaction_type,currency,merchant_name,payment_mode,initial_balance,tags,remark
usr_1723fa55,acc_kotak_e4fb97,TXNCF7413B39312,2025-01-06,4568.81,debit,INR,SBI RD,NEFT,259104.16,Investments::RD,goal-based
usr_1723fa55,acc_hdfc_0a7d00,TXN1047FFEBE60E,2025-01-06,960.78,debit,INR,Local Restaurant,cash,-142973.29,Food & Drinks::Dining Out,birthday dinner
usr_1723fa55,acc_icici_4df757,TXN2865E2134EAD,2025-01-06,10713.26,debit,INR,IKEA,card,15600.27,Shopping::Home & Kitchen,gifting
usr_1723fa55,acc_hdfc_0a7d00,TXN5BC0C8D5D8FA,2025-01-06,2149.58,debit,INR,Amazon Prime,card,-294674.15,Life & Entertainment::Subscriptions,annual plan
usr_1723fa55,acc_kotak_e4fb97,TXN31FBD5E95C43,2025-01-06,11735.66,debit,INR,KSRTC,UPI,56684.33,Transportation::Metro & Bus,
usr_1723fa55,acc_hdfc_0a7d00,TXN9FC258A82524,2025-01-06,198.67,debit,INR,TASMAC,cash,-501760.39,Food & Drinks::Alcohol & Bars,
usr_1723fa55,acc_hdfc_0a7d00,TXN82C4123C0A89,2025-01-07,27431.61,debit,INR,Unacademy,UPI,-70506.01,Life & Entertainment::Education,trial membership
usr_1723fa55,acc_icici_4df757,TXN1039B5BE7125,2025-01-08,3779.28,debit,INR,IKEA,card,136673.23,Shopping::Home & Kitchen,anniversary
usr_1723fa55,acc_kotak_e4fb97,TXN112BE092AA42,2025-01-08,34776.37,debit,INR,Big Bazaar,UPI,151344.18,Housing::Household Supplies,
usr_1723fa55,acc_hdfc_0a7d00,TXN1BCEF0E45BC9,2025-01-08,23644.04,debit,INR,Home Centre,card,-271030.11,Shopping::Home & Kitchen,anniversary
usr_1723fa55,acc_icici_4df757,TXN6941E1A7CE1B,2025-01-08,16717.84,debit,INR,Vijay Sales,card,-135577.77,Shopping::Electronics,gifting
usr_1723fa55,acc_hdfc_0a7d00,TXNDB4021E1049E,2025-01-08,1697.84,debit,INR,KSRTC,UPI,-528877.81,Transportation::Metro & Bus,airport drop
usr_1723fa55,acc_kotak_e4fb97,TXNBA79221D5B5C,2025-01-09,119.0,debit,INR,Spotify,UPI,259223.16,Life & Entertainment::Subscriptions,
usr_1723fa55,acc_icici_4df757,TXNCE24BDD18CF8,2025-01-09,26663.05,debit,INR,BMTC,UPI,4887.01,Transportation::Metro & Bus,
usr_1723fa55,acc_kotak_e4fb97,TXN6E3F9AD3C087,2025-01-09,2264.3,debit,INR,Haldiram's,UPI,72679.26,Food & Drinks::Dining Out,office snacks
usr_1723fa55,acc_kotak_e4fb97,TXN430202F8DB68,2025-01-09,25908.71,debit,INR,Honda Service,card,-185850.1,Vehicle::Service & Repair,tyre change
usr_1723fa55,acc_hdfc_0a7d00,TXN764454517EC3,2025-01-10,4283.01,debit,INR,NPS Tier-1,NEFT,21878.54,Investments::PPF / NPS,emergency fund
usr_1723fa55,acc_hdfc_0a7d00,TXNE4629C4C37D6,2025-01-10,27073.99,debit,INR,Goibibo,UPI,-115899.3,Life & Entertainment::Travel & Hotels,annual plan
usr_1723fa55,acc_hdfc_0a7d00,TXNC9FECCFE54A8,2025-01-10,12684.21,debit,INR,Amazon Books,UPI,-187428.43,Shopping::Books & Stationery,gifting
usr_1723fa55,acc_hdfc_0a7d00,TXN8541198C2250,2025-01-10,1499.75,debit,INR,Bajaj Finance,NEFT,-485625.96,Financial Expenses::Loan EMI,
usr_1723fa55,acc_kotak_e4fb97,TXN37FD3DE49AAD,2025-01-10,1317.42,debit,INR,The Beer Cafe,card,-211758.81,Food & Drinks::Alcohol & Bars,family dinner
usr_1723fa55,acc_kotak_e4fb97,TXNF5FAFB0D2D6F,2025-01-11,1014.21,debit,INR,ACT Broadband,UPI,260366.37,Housing::Utilities,
usr_1723fa55,acc_hdfc_0a7d00,TXN343C1B3ADD0E,2025-01-11,3794.86,debit,INR,HDFC MF,NEFT,17595.53,Investments::Mutual Fund SIP,goal-based
usr_1723fa55,acc_icici_4df757,TXN2C28524B31B1,2025-01-11,1815.86,debit,INR,Monginis,cash,139875.05,Food & Drinks::Bakery & Snacks,
usr_1723fa55,acc_kotak_e4fb97,TXNC1E06FD0334A,2025-01-11,18922.15,debit,INR,RTO Online,UPI,253329.12,Vehicle::Registration & Tax,accidental repair
usr_1723fa55,acc_hdfc_0a7d00,TXN21754FE96617,2025-01-11,2283.41,debit,INR,Chaayos,UPI,-530575.65,Food & Drinks::Cafes & Coffee,
usr_1723fa55,acc_hdfc_0a7d00,TXNAA616FA1D545,2025-01-12,5428.21,debit,INR,Zerodha,UPI,27306.75,Investments::Stock Purchase,emergency fund
usr_1723fa55,acc_icici_4df757,TXN564DEF823DF9,2025-01-12,1385.96,debit,INR,Flipkart Books,UPI,138059.19,Shopping::Books & Stationery,sale purchase
usr_1723fa55,acc_hdfc_0a7d00,TXNEDFFC87DC625,2025-01-12,34036.75,debit,INR,NoBroker Rent,UPI,-451589.21,Housing::Rent,
usr_1723fa55,acc_hdfc_0a7d00,TXN0A54545636EB,2025-01-13,6888.08,debit,INR,Tata Power,UPI,-143934.07,Housing::Utilities,quarterly maintenance
usr_1723fa55,acc_kotak_e4fb97,TXN7CD590FD0FF7,2025-01-13,46686.04,debit,INR,IKEA,card,204789.2,Housing::Furniture,quarterly maintenance
usr_1723fa55,acc_kotak_e4fb97,TXN7A562CB3F5E6,2025-01-13,6758.98,debit,INR,Croma,card,158103.16,Shopping::Electronics,
usr_1723fa55,acc_icici_4df757,TXN581CB671B7C5,2025-01-13,20263.75,debit,INR,Shell,card,-28916.81,Transportation::Fuel,
usr_1723fa55,acc_kotak_e4fb97,TXNEDBFCE2DC3E4,2025-01-13,115744.13,debit,INR,ICICI CC Bill,NEFT,-45464.06,Financial Expenses::Credit Card Bill,
usr_1723fa55,acc_kotak_e4fb97,TXN756CEBE94069,2025-01-13,6333.27,debit,INR,Netflix,card,-220571.73,Life & Entertainment::Subscriptions,trial membership
usr_1723fa55,acc_kotak_e4fb97,TXN97155EAF472A,2025-01-14,1206.23,debit,INR,Blinkit,UPI,254535.35,Food & Drinks::Groceries,team lunch
usr_1723fa55,acc_hdfc_0a7d00,TXNBEE342B263E7,2025-01-14,23483.46,debit,INR,Decathlon,card,-532859.06,Life & Entertainment::Gym & Sports,
usr_1723fa55,acc_icici_4df757,TXN36CB25D1451D,2025-01-15,15223.2,debit,INR,Local Bookshop,cash,70296.18,Shopping::Books & Stationery,gifting
usr_1723fa55,acc_icici_4df757,TXN0B0B73061717,2025-01-15,9106.97,debit,INR,Local Plumber,cash,55072.98,Housing::Maintenance & Repairs,
usr_1723fa55,acc_hdfc_0a7d00,TXNFDFC65284729,2025-01-15,70917.47,debit,INR,Bajaj Finance,NEFT,-200112.64,Financial Expenses::Loan EMI,monthly EMI
usr_1723fa55,acc_kotak_e4fb97,TXN221838017119,2025-01-15,15953.5,debit,INR,Pepperfry,UPI,116567.81,Shopping::Home & Kitchen,
usr_1723fa55,acc_kotak_e4fb97,TXN8EBC7DE05B95,2025-01-15,41214.71,debit,INR,Airtel,UPI,18416.4,Housing::Utilities,urgent repair
usr_1723fa55,acc_icici_4df757,TXN5D4363A1764C,2025-01-16,12287.4,debit,INR,Mall Parking,cash,-237049.33,Transportation::Parking,office commute
usr_1723fa55,acc_kotak_e4fb97,TXNAAF3EE70D79A,2025-01-17,3915.54,debit,INR,Blue Tokai,UPI,-161208.19,Food & Drinks::Cafes & Coffee,post-gym meal
usr_1723fa55,acc_hdfc_0a7d00,TXNDDEEC042D0A6,2025-01-17,25141.05,debit,INR,Toll Plaza,cash,-426448.16,Transportation::Toll,airport drop
usr_1723fa55,acc_icici_4df757,TXNB2B5240E5B21,2025-01-18,10386.61,debit,INR,Meesho,UPI,-125191.16,Shopping::Online Shopping,
usr_1723fa55,acc_kotak_e4fb97,TXN229DF088A2F8,2025-01-18,26532.27,debit,INR,Urban Ladder,card,44948.67,Shopping::Home & Kitchen,
usr_1723fa55,acc_hdfc_0a7d00,TXN257A8758F51A,2025-01-19,14634.68,debit,INR,SBI Auto Loan,NEFT,-487125.71,Vehicle::Vehicle EMI,scheduled service
usr_1723fa55,acc_icici_4df757,TXND5EB30104AB7,2025-01-19,18191.65,debit,INR,ICICI Lombard,UPI,-215408.41,Vehicle::Insurance,accidental repair
usr_1723fa55,acc_kotak_e4fb97,TXN15240ADBA025,2025-01-20,23520.9,debit,INR,NoBroker Rent,UPI,228310.1,Housing::Rent,
usr_1723fa55,acc_hdfc_0a7d00,TXN8AE26CE51B74,2025-01-20,24838.37,debit,INR,Vistara,card,-162590.06,Transportation::Flight & Train,office commute
usr_1723fa55,acc_hdfc_0a7d00,TXN26A43557703B,2025-01-20,8695.59,debit,INR,Cook Salary,cash,-296823.73,Housing::Domestic Help,
usr_1723fa55,acc_kotak_e4fb97,TXNFBBDEF38F618,2025-01-20,20726.37,debit,INR,Flipkart Gift,UPI,-165123.73,Life & Entertainment::Gifting,annual plan
usr_1723fa55,acc_kotak_e4fb97,TXN11760BDC480D,2025-01-21,22665.75,debit,INR,Housing Society,NEFT,-22798.31,Housing::Rent,
usr_1723fa55,acc_hdfc_0a7d00,TXNA48B90929656,2025-01-21,26020.05,debit,INR,Urban Ladder,card,-501959.06,Housing::Furniture,monthly bill
usr_1723fa55,acc_hdfc_0a7d00,TXNA83F24E1CB74,2025-01-22,11767.91,debit,INR,Amazon Gift,UPI,-150822.15,Life & Entertainment::Gifting,
usr_1723fa55,acc_hdfc_0a7d00,TXNC1DA5637138D,2025-01-22,1858.75,debit,INR,Local Bakery,cash,-424589.41,Food & Drinks::Bakery & Snacks,birthday dinner
usr_1723fa55,acc_kotak_e4fb97,TXNC369BC00E020,2025-01-22,7495.5,debit,INR,BBMP Parking,UPI,-213076.23,Transportation::Parking,
usr_1723fa55,acc_icici_4df757,TXN3F62ABB39FA1,2025-01-23,3372.61,debit,INR,Toit Brewpub,card,-25544.2,Food & Drinks::Alcohol & Bars,
usr_1723fa55,acc_kotak_e4fb97,TXN8538D4767F74,2025-01-23,13730.63,debit,INR,Cult.fit,UPI,70414.96,Life & Entertainment::Gym & Sports,
usr_1723fa55,acc_icici_4df757,TXN9026EC4C2F65,2025-01-24,895.93,debit,INR,Amazon Books,UPI,71192.11,Shopping::Books & Stationery,planned buy
usr_1723fa55,acc_icici_4df757,TXNE30332F429C6,2025-01-24,31409.53,debit,INR,Maid Salary,cash,-49180.56,Housing::Domestic Help,quarterly maintenance
usr_1723fa55,acc_icici_4df757,TXNC1AF6980C222,2025-01-26,61701.84,debit,INR,Axis Charges,debit,132893.95,Financial Expenses::Bank Charges,
usr_1723fa55,acc_icici_4df757,TXN0CBCDA8F7736,2025-01-26,30365.74,debit,INR,Unacademy,UPI,45966.01,Life & Entertainment::Education,
usr_1723fa55,acc_hdfc_0a7d00,TXN9DEAC298A7E5,2025-01-27,3593.62,debit,INR,Chaayos,UPI,13800.67,Food & Drinks::Cafes & Coffee,office snacks
usr_1723fa55,acc_hdfc_0a7d00,TXN399FABF0998D,2025-01-27,68652.51,debit,INR,Axis CC Bill,NEFT,10207.05,Financial Expenses::Credit Card Bill,annual premium
usr_1723fa55,acc_hdfc_0a7d00,TXN1AAE8A9CA9BB,2025-01-27,12060.55,debit,INR,Local Plumber,cash,-58445.46,Housing::Maintenance & Repairs,monthly bill
usr_1723fa55,acc_icici_4df757,TXN508880AC2402,2025-01-27,34885.52,debit,INR,Local Gym,cash,-152295.61,Life & Entertainment::Gym & Sports,date night
usr_1723fa55,acc_icici_4df757,TXN45E71B86D9CD,2025-01-27,24929.81,debit,INR,FNP Flowers,card,-187181.13,Life & Entertainment::Gifting,annual plan
usr_1723fa55,acc_icici_4df757,TXN24988E093E90,2025-01-29,3297.47,debit,INR,Blue Tokai,UPI,-212110.94,Food & Drinks::Cafes & Coffee,family dinner
usr_1723fa55,acc_hdfc_0a7d00,TXN04C8AC11A2EA,2025-01-29,898.7,debit,INR,Local Bookshop,cash,-527979.11,Shopping::Books & Stationery,
usr_1723fa55,acc_icici_4df757,TXNCC91F928B0A9,2025-01-30,3768.16,debit,INR,Mamaearth,UPI,-21776.04,Shopping::Personal Care,
usr_1723fa55,acc_icici_4df757,TXN165480502984,2025-01-30,26623.55,debit,INR,Amazon Gift,UPI,-80590.09,Life & Entertainment::Gifting,
usr_1723fa55,acc_kotak_e4fb97,TXN8435CAEEFF5D,2025-01-31,139940.59,credit,INR,Employer NEFT,NEFT,-226905.0,Income::Salary,part-time
usr_1723fa55,acc_hdfc_0a7d00,TXNACC5181521A5,2025-01-31,33729.41,debit,INR,Coursera,card,-621834.19,Life & Entertainment::Education,
usr_1723fa55,acc_hdfc_0a7d00,TXN0760948D6AEB,2025-01-31,8971.15,debit,INR,Vahan Portal,UPI,-859395.01,Vehicle::Registration & Tax,
usr_1723fa55,acc_kotak_e4fb97,TXNCBF98A370081,2025-01-31,7941.55,debit,INR,OYO,UPI,-279626.54,Life & Entertainment::Travel & Hotels,movie night
usr_1723fa55,acc_hdfc_0a7d00,TXN57A34B876662,2025-01-31,56942.43,debit,INR,Cook Salary,cash,-1134747.47,Housing::Domestic Help,urgent repair
usr_1723fa55,acc_hdfc_0a7d00,TXNB7DEEF1C3835,2025-02-01,2214.49,debit,INR,Barbeque Nation,card,-857180.52,Food & Drinks::Dining Out,post-gym meal
usr_1723fa55,acc_kotak_e4fb97,TXN7FD227991850,2025-02-01,8610.13,debit,INR,Insider.in,UPI,-405444.72,Life & Entertainment::Movies & Events,movie night
usr_1723fa55,acc_hdfc_0a7d00,TXNDDA7E1EFE340,2025-02-02,7213.57,debit,INR,HDFC ERGO,UPI,-614620.62,Vehicle::Insurance,
usr_1723fa55,acc_kotak_e4fb97,TXNB03C9A47F9A1,2025-02-02,127.34,debit,INR,BigBasket,UPI,-219083.94,Food & Drinks::Groceries,client dinner
usr_1723fa55,acc_icici_4df757,TXNABE92FB2CD66,2025-02-02,36285.06,debit,INR,Electrician,cash,-401996.86,Housing::Maintenance & Repairs,quarterly maintenance
usr_1723fa55,acc_kotak_e4fb97,TXNA5C94059C584,2025-02-02,16252.68,debit,INR,ICICI Lombard,UPI,-263373.86,Vehicle::Insurance,scheduled service
usr_1723fa55,acc_hdfc_0a7d00,TXN25C675EB55BF,2025-02-02,104794.22,debit,INR,Axis Charges,debit,-1191689.9,Financial Expenses::Bank Charges,annual premium
usr_1723fa55,acc_hdfc_0a7d00,TXN603E9DE62E81,2025-02-03,47700.0,debit,INR,Landlord NEFT,NEFT,-556342.52,Housing::Rent,monthly rent
usr_1723fa55,acc_icici_4df757,TXN051D8845DEE0,2025-02-03,129.0,debit,INR,YouTube Premium,UPI,-249336.73,Life & Entertainment::Subscriptions,
usr_1723fa55,acc_kotak_e4fb97,TXN1FA5E4EF0D3C,2025-02-03,98024.67,debit,INR,HDFC Bank Charges,debit,-458228.2,Financial Expenses::Bank Charges,due payment
usr_1723fa55,acc_hdfc_0a7d00,TXN1FA63BF298A5,2025-02-04,499.0,debit,INR,Airtel,UPI,-605076.4,Life & Entertainment::Subscriptions,
usr_1723fa55,acc_hdfc_0a7d00,TXN84FC27A92BFF,2025-02-04,119.0,debit,INR,Spotify,UPI,-605575.4,Life & Entertainment::Subscriptions,
usr_1723fa55,acc_kotak_e4fb97,TXN0EB51B383247,2025-02-04,6074.07,debit,INR,IKEA,card,-199459.26,Shopping::Home & Kitchen,urgent replacement
usr_1723fa55,acc_kotak_e4fb97,TXN1FB2CE60A76A,2025-02-04,12999.57,debit,INR,New India Assurance,UPI,-205533.33,Vehicle::Insurance,tyre change
usr_1723fa55,acc_hdfc_0a7d00,TXNC505BD6CAF61,2025-02-04,20120.75,debit,INR,IRCTC,UPI,-888336.91,Transportation::Flight & Train,
usr_1723fa55,acc_icici_4df757,TXND429B8C76A06,2025-02-04,14815.69,debit,INR,Mall Parking,cash,-441015.21,Transportation::Parking,weekend trip
usr_1723fa55,acc_hdfc_0a7d00,TXNA063C5CA670D,2025-02-04,1945.05,debit,INR,Social,card,-1014165.65,Food & Drinks::Dining Out,client dinner
usr_1723fa55,acc_icici_4df757,TXNF9FE9CDF8ACA,2025-02-04,11172.02,debit,INR,HDFC ERGO,UPI,-501338.37,Vehicle::Insurance,
usr_1723fa55,acc_hdfc_0a7d00,TXNF17E318B2497,2025-02-05,26126.28,debit,INR,Urban Ladder,card,-655563.6,Shopping::Home & Kitchen,birthday gift
usr_1723fa55,acc_kotak_e4fb97,TXN8AFEAB13084B,2025-02-05,2754.28,debit,INR,MakeMyTrip,card,-556252.87,Life & Entertainment::Travel & Hotels,trial membership
usr_1723fa55,acc_kotak_e4fb97,TXNDC5E1913EA43,2025-02-05,12101.68,debit,INR,Vistara,card,-559007.15,Transportation::Flight & Train,
usr_1723fa55,acc_hdfc_0a7d00,TXN60689A9997C7,2025-02-06,4534.92,debit,INR,SBI RD,NEFT,-610085.7,Investments::RD,goal-based
usr_1723fa55,acc_icici_4df757,TXN97EFD50BD491,2025-02-06,12458.33,debit,INR,HPCL,UPI,-254692.48,Transportation::Fuel,airport drop
usr_1723fa55,acc_kotak_e4fb97,TXNC1C8CB636D01,2025-02-06,551.04,debit,INR,INOX,UPI,-218532.9,Life & Entertainment::Movies & Events,movie night
usr_1723fa55,acc_hdfc_0a7d00,TXNC737FB282D49,2025-02-07,4391.3,debit,INR,NPS Tier-1,NEFT,-605694.4,Investments::PPF / NPS,goal-based
usr_1723fa55,acc_kotak_e4fb97,TXN923219D319C9,2025-02-07,24184.77,debit,INR,Flipkart Books,UPI,-239189.09,Shopping::Books & Stationery,sale purchase
usr_1723fa55,acc_hdfc_0a7d00,TXN961C806B4AFC,2025-02-07,11621.37,debit,INR,Vijay Sales,card,-953189.24,Shopping::Electronics,urgent replacement
usr_1723fa55,acc_icici_4df757,TXN793C73A14728,2025-02-07,2358.83,debit,INR,BESCOM,UPI,-521532.16,Housing::Utilities,urgent repair
usr_1723fa55,acc_hdfc_0a7d00,TXN7C90C4E28866,2025-02-07,9840.96,debit,INR,Nykaa,UPI,-1305684.15,Shopping::Online Shopping,
usr_1723fa55,acc_icici_4df757,TXN15842A96B2EE,2025-02-09,23311.66,debit,INR,GST Portal,UPI,-267150.81,Financial Expenses::Tax Payment,monthly EMI
usr_1723fa55,acc_icici_4df757,TXN366B63E04C4C,2025-02-09,856.7,debit,INR,Blue Tokai,UPI,-343838.27,Food & Drinks::Cafes & Coffee,weekend treat
usr_1723fa55,acc_hdfc_0a7d00,TXN5666701A081E,2025-02-10,1033.88,debit,INR,ACT Broadband,UPI,-604042.52,Housing::Utilities,
usr_1723fa55,acc_kotak_e4fb97,TXNCD3060E8CA23,2025-02-10,6730.8,debit,INR,Decathlon,card,-232458.29,Life & Entertainment::Gym & Sports,date night
usr_1723fa55,acc_icici_4df757,TXN1EED5BDDD6CF,2025-02-11,5226.75,debit,INR,Zerodha,UPI,-249465.73,Investments::Stock Purchase,tax saving
usr_1723fa55,acc_kotak_e4fb97,TXNAC4FE60403B8,2025-02-11,3766.47,debit,INR,HDFC MF,NEFT,-86964.41,Investments::Mutual Fund SIP,tax saving
usr_1723fa55,acc_icici_4df757,TXN6E6011EC14A2,2025-02-11,24301.29,debit,INR,Bosch Car Service,card,-291893.44,Vehicle::Service & Repair,scheduled service
usr_1723fa55,acc_icici_4df757,TXNA4DB29C58139,2025-02-11,53527.45,debit,INR,Axis CC Bill,NEFT,-344694.97,Financial Expenses::Credit Card Bill,due payment
usr_1723fa55,acc_hdfc_0a7d00,TXN39865ABF4E28,2025-02-12,2874.78,debit,INR,The Beer Cafe,card,-681689.88,Food & Drinks::Alcohol & Bars,team lunch
usr_1723fa55,acc_hdfc_0a7d00,TXN01073BF7422F,2025-02-12,23318.64,debit,INR,BBMP Parking,UPI,-684564.66,Transportation::Parking,
usr_1723fa55,acc_icici_4df757,TXNBDDECFDDB242,2025-02-12,3160.27,debit,INR,Vistara,card,-498178.1,Transportation::Flight & Train,
usr_1723fa55,acc_kotak_e4fb97,TXNDF489A2C8D7E,2025-02-12,9772.37,debit,INR,Nykaa,UPI,-571108.83,Shopping::Online Shopping,anniversary
usr_1723fa55,acc_hdfc_0a7d00,TXN9CA0ABC1F198,2025-02-13,24530.19,debit,INR,RTO Online,UPI,-805195.65,Vehicle::Registration & Tax,
usr_1723fa55,acc_kotak_e4fb97,TXNF41418CFB9DA,2025-02-13,13247.01,debit,INR,GST Portal,UPI,-219211.28,Financial Expenses::Tax Payment,
usr_1723fa55,acc_kotak_e4fb97,TXNEA4AA27D8D85,2025-02-14,27273.58,debit,INR,Zara,card,-172185.68,Shopping::Clothing & Apparel,anniversary
usr_1723fa55,acc_icici_4df757,TXNBF8664AE87B9,2025-02-14,24030.85,debit,INR,Apple Music,card,-319807.42,Life & Entertainment::Subscriptions,
usr_1723fa55,acc_icici_4df757,TXNF78DD0404FE6,2025-02-14,948.07,debit,INR,Apollo Pharmacy,UPI,-523890.99,Shopping::Personal Care,gifting
usr_1723fa55,acc_hdfc_0a7d00,TXN09843A7DB10A,2025-02-15,3628.84,debit,INR,Wine Shop,cash,-909702.73,Food & Drinks::Alcohol & Bars,family dinner
usr_1723fa55,acc_kotak_e4fb97,TXN53EE920ACE23,2025-02-16,3551.01,debit,INR,HDFC ERGO,UPI,-323207.64,Vehicle::Insurance,
usr_1723fa55,acc_icici_4df757,TXNEBEBF618133D,2025-02-16,31442.32,debit,INR,OYO,UPI,-575064.04,Life & Entertainment::Travel & Hotels,annual plan
usr_1723fa55,acc_hdfc_0a7d00,TXN4F2107ADF4CA,2025-02-17,19392.09,debit,INR,Rapido,UPI,-868366.16,Transportation::Cab & Auto,client visit
usr_1723fa55,acc_hdfc_0a7d00,TXN5E5E34E5AE03,2025-02-17,20521.63,debit,INR,Purplle,UPI,-964810.61,Shopping::Personal Care,
usr_1723fa55,acc_hdfc_0a7d00,TXNF0F42D51D35B,2025-02-18,2295.21,debit,INR,Cafe Coffee Day,UPI,-707883.3,Food & Drinks::Cafes & Coffee,weekend treat
usr_1723fa55,acc_icici_4df757,TXN03054831A13B,2025-02-18,21071.77,debit,INR,New India Assurance,UPI,-455830.9,Vehicle::Insurance,
usr_1723fa55,acc_icici_4df757,TXN2CEC0DD219DE,2025-02-18,21275.43,debit,INR,Amazon Books,UPI,-476902.67,Shopping::Books & Stationery,gifting
usr_1723fa55,acc_hdfc_0a7d00,TXN3054F9778B46,2025-02-18,118636.77,debit,INR,LIC HFL,NEFT,-1016110.7,Financial Expenses::Loan EMI,monthly EMI
usr_1723fa55,acc_hdfc_0a7d00,TXNAF0604C08097,2025-02-18,9200.03,debit,INR,Crossword,card,-1296484.12,Shopping::Books & Stationery,sale purchase
usr_1723fa55,acc_kotak_e4fb97,TXNC174645211F9,2025-02-18,3225.9,credit,INR,Flipkart Refund,UPI,-580881.2,Income::Freelance,
usr_1723fa55,acc_kotak_e4fb97,TXN20B1EC5C2A53,2025-02-19,27151.94,debit,INR,Pepperfry,UPI,-90730.88,Shopping::Home & Kitchen,
usr_1723fa55,acc_icici_4df757,TXN434534A5E2DB,2025-02-19,3612.69,debit,INR,Local Bakery,cash,-316194.73,Food & Drinks::Bakery & Snacks,team lunch
usr_1723fa55,acc_kotak_e4fb97,TXNE7BB925DF5E9,2025-02-19,51968.31,debit,INR,Airtel,UPI,-326758.65,Housing::Utilities,
usr_1723fa55,acc_hdfc_0a7d00,TXNCF368102D5E2,2025-02-20,578.66,debit,INR,Flipkart Books,UPI,-887758.25,Shopping::Books & Stationery,birthday gift
usr_1723fa55,acc_hdfc_0a7d00,TXNF46A7CA3A0EC,2025-02-20,1245.07,debit,INR,Swiggy,UPI,-908457.66,Food & Drinks::Food Delivery,
usr_1723fa55,acc_kotak_e4fb97,TXN47916D58001A,2025-02-20,26717.76,debit,INR,HDFC CC Bill,NEFT,-378726.96,Financial Expenses::Credit Card Bill,monthly EMI
usr_1723fa55,acc_hdfc_0a7d00,TXN7798899711E4,2025-02-21,5245.52,debit,INR,Local Gift Shop,cash,-913331.57,Life & Entertainment::Gifting,movie night
usr_1723fa55,acc_hdfc_0a7d00,TXN529709B34511,2025-02-21,4063.93,debit,INR,Pepperfry,UPI,-918577.09,Housing::Furniture,quarterly maintenance
usr_1723fa55,acc_icici_4df757,TXNC46C34E58C9B,2025-02-21,2733.29,debit,INR,JioMart,UPI,-438281.92,Food & Drinks::Groceries,office snacks
usr_1723fa55,acc_hdfc_0a7d00,TXN6CB70E02561B,2025-02-21,30548.22,debit,INR,Amazon Gift,UPI,-922641.02,Life & Entertainment::Gifting,
usr_1723fa55,acc_icici_4df757,TXNB87F284094B4,2025-02-21,22750.98,debit,INR,Amazon Gift,UPI,-606506.36,Life & Entertainment::Gifting,trial membership
usr_1723fa55,acc_kotak_e4fb97,TXNFD29B8D23BB6,2025-02-22,1301.74,debit,INR,Theobroma,card,-137465.1,Food & Drinks::Bakery & Snacks,birthday dinner
usr_1723fa55,acc_icici_4df757,TXN1D50BEAA69F0,2025-02-22,1430.97,debit,INR,Bosch Car Service,card,-290462.47,Vehicle::Service & Repair,
usr_1723fa55,acc_hdfc_0a7d00,TXN4A34EFC54267,2025-02-22,27454.68,debit,INR,Hotstar,UPI,-829725.84,Life & Entertainment::Subscriptions,family outing
usr_1723fa55,acc_kotak_e4fb97,TXN7BD8CAF1F659,2025-02-23,19582.28,debit,INR,BookMyShow,UPI,-117882.82,Life & Entertainment::Movies & Events,
